from,post_id,text,publish_time,cnt_retweet,cnt_agree,cnt_comment,user_id,screen_name,name,url,action,avatar,img,imgs,query,sentiment_score,cluster,keywords
weibo,5031052713922148,#AITO汽车发布山西问界M7事故说明#  说的还是挺清楚的，没回避问题。 ,2024-05-06 15:18:22,109,6306,1310,1192966660,韩路,韩路,https://weibo.com/1192966660/Od1P1gsks,post,"https://tvax1.sinaimg.cn/crop.875.148.530.530.1024/471b3a04ly8gdx5xj7oo1j218x0u0agb.jpg?KID=imgbed,tva&Expires=1716311357&ssig=V%2F2YkbvPAt",https://wx1.sinaimg.cn/orj960/001iJz7Kly1hpftj26tyxj60z03az4qp02,"['https://wx1.sinaimg.cn/orj960/001iJz7Kly1hpftj26tyxj60z03az4qp02', 'https://wx1.sinaimg.cn/orj960/001iJz7Kly1hpftj393afg60hs08k4qp02', 'https://wx1.sinaimg.cn/orj960/001iJz7Kly1hpftj4ior8g60hs08lnpd02']",#AITO汽车发布山西问界M7事故说明#,0.5,四大疑问_说明,['#AITO汽车发布山西问界M7事故说明#']
weibo,5028162502919069,【 视频显示 #问界M7起火事故隐藏式门把手疑似未弹出#】 4月26日，有网友在社交平台上爆料称，山西运城下属的夏县高速路上，一辆黑色问界M7发生追尾事故，前机舱起火，车上3人不幸遇难。4月28日中午，AITO问界通过官方微博做出回应称，安全气囊正常打开，动力电池包特性均正常。 事故视频显示，问界M7 ,2024-04-28 15:53:42,1,29,22,7467277921,西部决策,西部决策,https://weibo.com/7467277921/ObODocfnL,post,"https://tvax3.sinaimg.cn/crop.0.0.1080.1080.1024/0089lW6tly8hoadn0mfyyj30u00u0my4.jpg?KID=imgbed,tva&Expires=1716311364&ssig=SAYC2isZjI",,[],#问界M7起火事故隐藏式门把手疑似未弹出#,1.0,,['#问界M7起火事故隐藏式门把手疑似未弹出#']
weibo,5031711782471028,问界M7事故官方公告终于出来了，传谣言的可以闭嘴了，愿逝者安息#问界公布山西运城车祸调查说明# ,2024-05-08 10:57:16,0,302,50,7795376166,飞车驶向,飞车驶向,https://weibo.com/7795376166/OdiY2amPi,post,"https://tvax2.sinaimg.cn/crop.0.0.600.600.1024/008vyBrEly8hnuwcqeff9j30go0godgy.jpg?KID=imgbed,tva&Expires=1716311368&ssig=JXpaI9VYOT",https://wx1.sinaimg.cn/orj960/008vyBrEly1hphx7wo6f8j30eg0prq8j,"['https://wx1.sinaimg.cn/orj960/008vyBrEly1hphx7wo6f8j30eg0prq8j', 'https://wx1.sinaimg.cn/orj960/008vyBrEly1hphx7wg5jvj30e30psgr0']",#问界公布山西运城车祸调查说明#,1.0,,['#问界公布山西运城车祸调查说明#']
weibo,5031053478334149,AITO问界回应： 1、115km/h时速超过该车型AEB工作范围 2、前机舱被高温部件或线束火花引燃，动力电池包未自燃 3、现场安全气囊正常打开 4、事故车辆与前车尾部高速碰撞，导致前机舱内电源线和信号线被“瞬间切断”，门把手控制器无法收到弹出信号，故而无法自动解锁 #问界回应车辆起火司乘3人遇难#   ,2024-05-06 15:21:24,1,61,1,7207828957,Adak封狼居胥,Adak封狼居胥,https://weibo.com/7207828957/Od1QfyY5L,post,"https://tvax1.sinaimg.cn/crop.0.0.800.800.1024/007RNjzLly8hl0027gfx8j30m80m8jsc.jpg?KID=imgbed,tva&Expires=1716311371&ssig=SG8CqflQoT",https://wx1.sinaimg.cn/orj960/007RNjzLly1hpfth40egej30wr6n3x1s,['https://wx1.sinaimg.cn/orj960/007RNjzLly1hpfth40egej30wr6n3x1s'],#问界回应车辆起火司乘3人遇难#,-1.0,问界回应,['#问界回应车辆起火司乘3人遇难#']
weibo,5028496848457872,#问界M7车祸四大疑问#大家可以看看，很需要迫切解决这个事情 ,2024-04-29 14:02:16,0,31,24,5936132335,科技煤球,科技煤球,https://weibo.com/5936132335/ObXkEzuhi,post,"https://tvax1.sinaimg.cn/crop.0.0.512.512.1024/006tJpbVly8hnzvye9f7tj30e80e8q3m.jpg?KID=imgbed,tva&Expires=1716311375&ssig=8p%2FtJtahFa",https://wx1.sinaimg.cn/orj960/006tJpbVly1hp7nzxgfnjj30ko7ps7wh,['https://wx1.sinaimg.cn/orj960/006tJpbVly1hp7nzxgfnjj30ko7ps7wh'],#问界M7车祸四大疑问#,0.5,四大疑问_说明,['#问界M7车祸四大疑问#']
weibo,5028444800289976,【#问界M7车祸四大疑问##隐藏式门把手是否阻碍救援#】26日，山西运城一辆问界M7车辆发生交通事故，司乘3人遇难。4月28日，问界声明称，该车辆发生事故时车速115km/h，安全气囊正常打开，动力电池包特性均正常。目前，事故原因有待有关方面进一步调查。 红星资本局注意到，问界新M7上市7个月，累计大定 ,2024-04-29 10:35:27,3,33,26,1638782947,新浪财经,新浪财经,https://weibo.com/1638782947/ObVYI1dr2,post,"https://tvax4.sinaimg.cn/crop.26.42.647.647.1024/001MUaj1ly8h8vgnehpw0j60j60j6wf602.jpg?KID=imgbed,tva&Expires=1716311395&ssig=qTmIhCBm5f",,[],#问界M7车祸四大疑问#,0.5,四大疑问_说明,['#问界M7车祸四大疑问#']
weibo,5030119430947068,#车主称问界新M7行车时大灯突然熄灭# 如果这是系统故障导致的大灯突然熄灭（非人为误触的话），那真的太危险了…  要是前面是个急弯，不敢想象。  照理说不大可能出现这种情况，等一个调查结果。 http://t.cn/A6HhAHjy ,2024-05-04 01:29:50,4,73,52,2775352495,波波玩个车,波波玩个车,https://weibo.com/2775352495/OcDxJ3Yni,post,"https://tvax2.sinaimg.cn/crop.0.0.1080.1080.1024/a56c84afly8hmzvw2wgz8j20u00u00us.jpg?KID=imgbed,tva&Expires=1716311399&ssig=k2L8R8cXoy",,[],#车主称问界新M7行车时大灯突然熄灭#,-1.0,,['#车主称问界新M7行车时大灯突然熄灭#']
weibo,5028654423737788,#问界M7事件家属不愿再被打扰# #问界M7事故家属发声#逝者已安[蜡烛] ,2024-04-30 00:28:25,78,7752,1044,1974163081,车圈朵教主Dora,车圈朵教主Dora,https://weibo.com/1974163081/Oc1qOfGmU,post,"https://tvax1.sinaimg.cn/crop.0.0.512.512.1024/75ab5689ly8hcmxk63iqhj20e80e8wfa.jpg?KID=imgbed,tva&Expires=1716311404&ssig=bLzWxYEsYk",https://wx1.sinaimg.cn/orj960/75ab5689ly1hp86ojdqirj20zu0jfwhk,['https://wx1.sinaimg.cn/orj960/75ab5689ly1hp86ojdqirj20zu0jfwhk'],#问界M7事故家属发声#,0.5,家属发声,['#问界M7事故家属发声#']
weibo,5028163560931929,术业有专攻 太恐怖了吧[恐惧]！车门打不开吗？珍爱生命，安全第一。  #问界M7起火事故逝者家属发声# ,2024-04-28 15:57:54,1,173,2,6056708719,短线闻华强,短线闻华强,https://weibo.com/6056708719/ObOF63Ur7,post,"https://tvax3.sinaimg.cn/crop.0.0.512.512.1024/006BTkCjly8hb95e64bhcj30e80e874f.jpg?KID=imgbed,tva&Expires=1716311405&ssig=EMEb%2F7JKJD",https://wx1.sinaimg.cn/orj960/006BTkCjgy1hp6lpxt0koj30wh16nk0b,['https://wx1.sinaimg.cn/orj960/006BTkCjgy1hp6lpxt0koj30wh16nk0b'],#问界M7起火事故逝者家属发声#,0.5,家属发声,['#问界M7起火事故逝者家属发声#']
weibo,5028120647699415,#问界M7起火事故逝者家属发声#问界M7追尾洒水车起火事件持续发酵，对于家属提出的问题，问界官方其实也做出了一定回应。 对于汽车本身，家属有几点疑问 1. AEB为什么没有紧急制动 2. 安全气囊为什么没有弹出 3. 电池阻燃材料为什么没起作用 对于几点疑问，问界官方做出说明 问界汽车官方虽然没有直接回 ,2024-04-28 13:07:23,27,149,81,6880593630,捌拾贰號,捌拾贰號,https://weibo.com/6880593630/ObNxSwiY7,post,"https://tvax2.sinaimg.cn/crop.0.0.1080.1080.1024/007vEgICly8hj2p0c4le4j30u00u00tw.jpg?KID=imgbed,tva&Expires=1716311468&ssig=a7wUb8wYbn",https://wx1.sinaimg.cn/orj960/007vEgICly1hp6gh2441qj30u019yai2,"['https://wx1.sinaimg.cn/orj960/007vEgICly1hp6gh2441qj30u019yai2', 'https://wx1.sinaimg.cn/orj960/007vEgICly1hp6gh2jqrhj30u015mq7e', 'https://wx1.sinaimg.cn/orj960/007vEgICly1hp6gh2tbzuj30u01180zi']",#问界M7起火事故逝者家属发声#,0.5,家属发声,['#问界M7起火事故逝者家属发声#']
weibo,5028802050392372,#问界m7事故家属发声# 这个热点，我真的不想蹭的，平时也不愿意骂人。但是看到这里实在忍不住要说点：这TM有病吧？有病该吃药吃药，发什么癫？有种别躲在键盘后面啊，名字都不敢弄个正常点的。  跨省不跨这种人，跨谁啊？ 查水表不查这种人？查谁啊？ 净化网络不净化这种人，净化谁啊？  好好的一个华 ,2024-04-30 10:15:02,32,150,73,7008866503,轰鸣的小跑,轰鸣的小跑,https://weibo.com/7008866503/Oc5gV1E4A,post,"https://tvax3.sinaimg.cn/crop.0.0.600.600.1024/007EkulVly8hoh90cbva7j30go0go0u3.jpg?KID=imgbed,tva&Expires=1716311469&ssig=LUGrv9fokh",https://wx1.sinaimg.cn/orj960/007EkulVgy1hp8n1ovyjlj30fq0jgjtx,['https://wx1.sinaimg.cn/orj960/007EkulVgy1hp8n1ovyjlj30fq0jgjtx'],#问界M7事故家属发声#,-1.0,家属发声,['#问界M7事故家属发声#']
weibo,5031060771442239,#AITO汽车发布山西问界M7事故说明#这证实我之前的猜测，一是副驾和后排都没有系安全带，二是车门是打开了，而不是打不开，此事故中一再追究解锁问题是无理取闹，如果车辆翻滚，解锁反倒是极不安全。三是驾驶员当场死亡，是被前车后梁插入前车档风玻璃，洒水车高并非通常的前后车碰撞，不然驾驶员可能重 ,2024-05-06 15:50:23,12,108,27,2675602984,海外阿Q,海外阿Q,https://weibo.com/2675602984/Od22163bV,post,"https://tva4.sinaimg.cn/crop.149.0.480.480.1024/9f7a7628gw1f000s2dq3mj20m80eu0ww.jpg?KID=imgbed,tva&Expires=1716311482&ssig=Na%2FwfVgYTM",,[],#AITO汽车发布山西问界M7事故说明#,-1.0,四大疑问_说明,['#AITO汽车发布山西问界M7事故说明#']
weibo,5031060670779647,#AITO汽车发布山西问界M7事故说明#官方信息有将整个事件进行详细的技术说明，大家可以去仔细查阅…日常出行大家一定要记得安全第一、系好安全带… ,2024-05-06 15:49:59,31,218,73,3996520880,科技叶涵,科技叶涵,https://weibo.com/3996520880/Od21R3gOX,post,"https://tvax4.sinaimg.cn/crop.0.0.1080.1080.1024/ee3611b0ly8gdiq61r2fsj20u00u0wji.jpg?KID=imgbed,tva&Expires=1716311501&ssig=JBya5%2FMrew",https://wx1.sinaimg.cn/orj960/ee3611b0gy1hpfufwy93mj20z03iy7wh,['https://wx1.sinaimg.cn/orj960/ee3611b0gy1hpfufwy93mj20z03iy7wh'],#AITO汽车发布山西问界M7事故说明#,0.5,四大疑问_说明,['#AITO汽车发布山西问界M7事故说明#']
weibo,5031063094820913,关于问界M7事故的回应我给大家总结一下 1.时速超过115 超过AEB工作范围 2.起火是因为线束 电池未自燃 3.安全气囊已打开 4.电源被切断门把手未弹开，但机械门把手可以将门打开#问界回应M7事故四大疑问##aito汽车发布山西问界m7事故说明# ,2024-05-06 15:59:36,4,37,40,5631482854,阿水哥哥来了,阿水哥哥来了,https://weibo.com/5631482854/Od25Lke8F,post,"https://tva2.sinaimg.cn/crop.0.0.996.996.1024/006977WCjw8f6aszcs1mnj30ro0rpabu.jpg?KID=imgbed,tva&Expires=1716311512&ssig=VBwTUxsho%2F",https://wx1.sinaimg.cn/orj960/006977WCgy1hpfuk1otmvj30u02ea7pd,['https://wx1.sinaimg.cn/orj960/006977WCgy1hpfuk1otmvj30u02ea7pd'],#问界回应M7事故四大疑问#,-1.0,四大疑问_说明,"['#AITO汽车发布山西问界M7事故说明#', '#问界回应M7事故四大疑问#']"
weibo,5028897308023162,#问界M7事故家属发声#此次事件再次证明，中国大部分人还是没开智，也没有自己的思想，喜欢人云亦云，自负自大，问界这次事件无论最后调查结果是什么，他们都会说是靠权利解决的，真相他们已经认为就是问界的问题，其他任何人给他摆出来的证据他们都不会信。可悲的人。现实中应该很可怜 ,2024-04-30 16:33:33,0,50,34,6234809978,koifish鱼,koifish鱼,https://weibo.com/6234809978/Oc7KyxFbQ,post,"https://tvax3.sinaimg.cn/crop.0.0.512.512.1024/006NWCTgly8h1h7nhk5axj30e80e8wem.jpg?KID=imgbed,tva&Expires=1716311527&ssig=Yrw0SnAYuo",,[],#问界M7事故家属发声#,0.5,家属发声,['#问界M7事故家属发声#']
weibo,5031058670092976,#AITO汽车发布山西问界M7事故说明#总结，四大疑问：AEB跟车型有关，这个pass，起火跟撞击位置和程度有关，这个Pass，安全气囊正常工作，这个pass。在碰撞后，车门能否打开，车门内可以解锁，但是人都晕了，碰撞导致电源信号被切断，导致门把手无法弹出。网友最关心的车门问题，问界调查并回答疑问了， ,2024-05-06 15:42:02,11,402,59,7258536407,叨哥胡侃,叨哥胡侃,https://weibo.com/7258536407/Od1YD0obC,post,"https://tvax1.sinaimg.cn/crop.0.0.1080.1080.1024/007Ve4TRly8h79bhyw898j30u00u0t9z.jpg?KID=imgbed,tva&Expires=1716311533&ssig=5IhTeiJLfQ",https://wx1.sinaimg.cn/orj960/007Ve4TRgy1hpfu1y16ogj30wi0j00y1,"['https://wx1.sinaimg.cn/orj960/007Ve4TRgy1hpfu1y16ogj30wi0j00y1', 'https://wx1.sinaimg.cn/orj960/007Ve4TRgy1hpfu20dxhuj30wi0fy42l', 'https://wx1.sinaimg.cn/orj960/007Ve4TRgy1hpfu20u72ej30wi0bx0v0', 'https://wx1.sinaimg.cn/orj960/007Ve4TRgy1hpfu1wzsd6j30wi0j543s']",#AITO汽车发布山西问界M7事故说明#,0.5,四大疑问_说明,['#AITO汽车发布山西问界M7事故说明#']
weibo,5028595867589030,#问界m7起火# 夸大宣传应该担什么责？#问界回应车辆起火司乘3人遇难##问界m7起火事故逝者家属发声#  http://t.cn/A6TeW4fx ,2024-04-29 20:35:44,0,62,27,1183872163,李晓晔,李晓晔,https://weibo.com/1183872163/ObZUmvQfI,post,"https://tvax2.sinaimg.cn/crop.0.0.1080.1080.1024/469074a3ly8h6cc59sa5jj20u00u043p.jpg?KID=imgbed,tva&Expires=1716311571&ssig=WC7aNKXQdN",,[],#问界M7起火事故逝者家属发声#,-0.5,家属发声,"['#问界M7起火#', '#问界回应车辆起火司乘3人遇难#', '#问界M7起火事故逝者家属发声#']"
weibo,5031057872652836,#问界回应M7事故四大疑问#问界回应了 ,2024-05-06 15:38:52,26,675,118,3939426052,地瓜熊老六,地瓜熊老六,https://weibo.com/3939426052/Od1Xlb87G,post,"https://tvax2.sinaimg.cn/crop.0.40.649.649.1024/eacedf04ly8geb0ltyihbj20j60j60tm.jpg?KID=imgbed,tva&Expires=1716311586&ssig=9dqfM3lV7b",https://wx1.sinaimg.cn/orj960/004iBqFSly1hpfu4ltqyhj60hu0yi0x902,['https://wx1.sinaimg.cn/orj960/004iBqFSly1hpfu4ltqyhj60hu0yi0x902'],#问界回应M7事故四大疑问#,0.5,四大疑问_说明,['#问界回应M7事故四大疑问#']
weibo,5032785232267276,转一下@穿红秋裤的王者 做的图，看不同车型与大货车的高度对比，对于轿车用户不能有侥幸心理！跑路上一定要正确的远离大车。  #问界m7# 改款要来了，前段时间发生的#问界m7追尾大货车起火# 事故，要是有基础的辅助驾驶，可能情况会好很多，所以可以看到，#问界# m5  m7改款基本上把没有辅助驾驶的都淘 ,2024-05-11 10:02:47,14,64,25,6169768077,老卜说车,老卜说车,https://weibo.com/6169768077/OdKTp9vOY,post,"https://tvax1.sinaimg.cn/crop.0.0.974.974.1024/006JxIwlly8hkmerx2296j30r20r2myk.jpg?KID=imgbed,tva&Expires=1716311620&ssig=nPpCbJG61W",https://wx1.sinaimg.cn/orj960/006JxIwlgy1hplcd51d61j30qo10oqac,['https://wx1.sinaimg.cn/orj960/006JxIwlgy1hplcd51d61j30qo10oqac'],#问界M7追尾大货车起火#,1.0,事故,"['#问界M7追尾大货车起火#', '#问界M7#']"
weibo,5031054819460560,省流： 1. 发生碰撞前 车速超出自动紧急制动工作范围 2. 电池包未自燃 3. 安全气囊正常打开 4. 自动解锁功能因前车坚硬结构严重侵入，导致电源线和信号线切断而失效 5. 只有主驾检测到安全带锁扣信号  #AITO汽车发布山西问界M7事故说明# ,2024-05-06 15:26:44,1,103,30,1554226303,高彦Will,高彦Will,https://weibo.com/1554226303/Od1SpDH7G,post,"https://tvax4.sinaimg.cn/crop.0.0.1080.1080.1024/5ca39c7fly8hodvelzpxcj20u00u041h.jpg?KID=imgbed,tva&Expires=1716311621&ssig=EkeKaiayXz",https://wx1.sinaimg.cn/orj960/5ca39c7fly1hpftjmj00kj20tz2f0x28,['https://wx1.sinaimg.cn/orj960/5ca39c7fly1hpftjmj00kj20tz2f0x28'],#AITO汽车发布山西问界M7事故说明#,-1.0,四大疑问_说明,['#AITO汽车发布山西问界M7事故说明#']
weibo,5028952192323015,知乎上，微博上还有一群人问气囊为什么没弹出的。 抖音直接搜，第一个就是气囊弹出的视频。 发了一天了，只有50个赞。 真的有人想了解具体情况吗？ #问界M7事故家属发声##问界回应车辆起火司乘3人遇难#  ,2024-04-30 20:11:39,0,0,3,6889305837,灵_羊,灵_羊,https://weibo.com/6889305837/Oc9b59KjZ,post,"https://tvax2.sinaimg.cn/crop.0.0.996.996.1024/007wePa5ly8fy9hj63wsaj30ro0rodip.jpg?KID=imgbed,tva&Expires=1716311632&ssig=ofy%2BSvc7MW",https://wx1.sinaimg.cn/orj960/007wePa5ly1hp948jlg2dj30y022odrr,['https://wx1.sinaimg.cn/orj960/007wePa5ly1hp948jlg2dj30y022odrr'],#问界回应车辆起火司乘3人遇难#,0.0,问界回应,"['#问界回应车辆起火司乘3人遇难#', '#问界M7事故家属发声#', '知乎']"
weibo,5031052137469167,【#问界回应M7高速碰撞事故四大疑问# 】5月6日，@AITO汽车 官方就问界M7山西运城严重交通事故再次做出回应 ，主要针对AEB功能为何没有成功避免碰撞、车辆起火原因、安全气囊是否正常打开、碰撞发生后车门能否打开等4个方面解答公众疑问。 1、问界新M7 Plus未搭载华为ADS智能驾驶系统，事故车辆碰撞发生时车速115km/h，已超过AEB工作范围。 2、车辆被前方车辆尾部突出梁状坚硬结构瞬时严重侵入，前机舱被高温部件或线束短路火花引燃，后火势蔓延至整车，动力电池包未发生自燃。 3、根据后台数据分析，碰撞前主驾驶位有安全带锁扣信号，副驾驶位及后排3个座位均无安全带锁扣信号。碰撞发生时，车辆安全气囊正常打开。 4、问界新M7 Plus具备碰撞自动解锁功能，且配置机械车门内把手，可通过拉动机械车门内把手解锁开门。#博世否认问界m7事故中使用其aeb##问界回应车辆起火司乘3人遇难##问界m7起火#,2024-05-06 15:16:05,12,40,27,6042507679,麻辣车评官方微博,麻辣车评官方微博,https://weibo.com/6042507679/Od1O5vl4r,post,"https://tvax2.sinaimg.cn/crop.0.0.1080.1080.1024/006AVKhhly8g79i0ex003j30u00u00ub.jpg?KID=imgbed,tva&Expires=1716311657&ssig=cC7IJz7QaS",https://wx1.sinaimg.cn/orj960/006AVKhhly1hpftg7h3vuj30wi1hran7,['https://wx1.sinaimg.cn/orj960/006AVKhhly1hpftg7h3vuj30wi1hran7'],#问界回应M7高速碰撞事故四大疑问#,0.5,四大疑问_说明,"['#问界M7起火#', '#问界回应车辆起火司乘3人遇难#', '#博世否认问界M7事故中使用其AEB#', '#问界回应M7高速碰撞事故四大疑问#']"
weibo,5031453827795470,随着 #问界公布山西运城车祸调查说明#，很多车主对问界M7遭受到无底线的抹黑和造谣表示愤慨。  一场交通事故，为何会掀起这样的热度，一些媒体和自媒体，在事件没有定论的情况下，恶意歪曲事实、混淆概念，抹黑问界M7、辱骂诅咒车主，作为问界的车主，我不能接受这样的对待。  现在已经真相大白，互联 ,2024-05-07 17:52:15,0,100,30,5955387702,炽予--智行玩家,炽予--智行玩家,https://weibo.com/5955387702/OdcfYwHXo,post,"https://tvax1.sinaimg.cn/crop.0.0.1080.1080.1024/006v2comly8hph3rt9jxjj30u00u0jvq.jpg?KID=imgbed,tva&Expires=1716311670&ssig=GcFvX6w4n0",https://wx1.sinaimg.cn/orj960/006v2comgy1hph3lkoxehj30d50zktb9,"['https://wx1.sinaimg.cn/orj960/006v2comgy1hph3lkoxehj30d50zktb9', 'https://wx1.sinaimg.cn/orj960/006v2comgy1hph3ll9w1jj30u028b7c5', 'https://wx1.sinaimg.cn/orj960/006v2comgy1hph3llt8xcj30u020445n', 'https://wx1.sinaimg.cn/orj960/006v2comgy1hph3lmapc4j30ww0u0gpd', 'https://wx1.sinaimg.cn/orj960/006v2comgy1hph3lmtozwj30u01se11s', 'https://wx1.sinaimg.cn/orj960/006v2comgy1hph3lnajygj30f10efwf6', 'https://wx1.sinaimg.cn/orj960/006v2comgy1hph3lo0rabj30u02f5nfp', 'https://wx1.sinaimg.cn/orj960/006v2comgy1hph3lopn6sj30u01jtn48', 'https://wx1.sinaimg.cn/orj960/006v2comgy1hph3lp8vqtj30u01zsn4f']",#问界公布山西运城车祸调查说明#,0.5,,['#问界公布山西运城车祸调查说明#']
weibo,5032778229875215,#问界新M7伪装实车曝光#  新增车型换上了封闭式前脸 按余总的话说就是“大嘴变小嘴” 内饰延用现款设计  另外智驾方案，会形成“纯视觉-激光雷达”高低配的智驾方案组合 低配版本也可低价享有基础版华为ADS（纯视觉方案）  #汽场全开##问界##问界M7# ,2024-05-11 09:34:57,2,114,44,6528484723,新渠道-李霸天,新渠道-李霸天,https://weibo.com/6528484723/OdKI6FqZF,post,"https://tvax1.sinaimg.cn/crop.0.0.1080.1080.1024/0077OR6Hly8hkln2cq3sdj30u00u0gn2.jpg?KID=imgbed,tva&Expires=1716311672&ssig=tmjRru0ObL",https://wx1.sinaimg.cn/orj960/0077OR6Hgy1hplboau5msj30jp0a7dix,"['https://wx1.sinaimg.cn/orj960/0077OR6Hgy1hplboau5msj30jp0a7dix', 'https://wx1.sinaimg.cn/orj960/0077OR6Hgy1hplbocnisvj30wb0hntde']",#问界M7#,1.0,,['#问界M7#']
weibo,5028086858647577,车主刚刚发的  唉.....  其他的什么都不聊，也不希望看到骂来骂去。  想要一个声明和解释就这么难吗？  我们能做的也只有把热度重新推上去，让更多的人关注此事！  为了逝去的三位同胞，也为了其他对此事十分担忧的问界M7车主。  #问界m7起火# ,2024-04-28 10:53:07,22,536,123,5556519481,Turbo__Car,Turbo__Car,https://weibo.com/5556519481/ObMFnAhD3,post,"https://tvax4.sinaimg.cn/crop.0.0.916.916.1024/00642AxXly8hgx7xvj0maj30pg0pggm8.jpg?KID=imgbed,tva&Expires=1716311689&ssig=5G9rEDELgh",https://wx1.sinaimg.cn/orj960/00642AxXly1hp6ct248ygj30q01dzdiq,['https://wx1.sinaimg.cn/orj960/00642AxXly1hp6ct248ygj30q01dzdiq'],#问界M7起火#,-1.0,事故,['#问界M7起火#']
weibo,5028083302404509,超过一定速度，可能AEB就不会做动这个是很多车企的设计，再次提醒大家，现在的的智能驾驶其实更多都是辅助性，能够分心做别的事情，还是要注意路况。 然后再来也没有更多详细的消息，大家也不要直接做出判断，尽待调查，因为我看好像驾驶被弹出车外，到底有没有系安全带或者是什么状况也不知道？甚至孩子有没有做安全座椅？不需要去做极端性的恐慌。 无论如何，愿逝者好走，大家真的出门要注意安全。 一辆黑色问界M7在高速路上追尾，问界M7前机舱着火。从事故视频来看，问界M7的隐藏式车把手并未弹出，有几人正在尝试砸车窗。后有疑似遇难者妻子在社交媒体发帖称，事故导致其丈夫、儿子和小舅子不幸遇难，希望寻求目击者和相关信息，希望能够了解事故的真相。目前，事故还在调查中 #问界M7起火##问界m7追尾起火后疑似车门打不开#,2024-04-28 10:38:59,16,391,244,6015780282,谢宗桓,谢宗桓,https://weibo.com/6015780282/ObMzEa5wp,post,"https://tvax3.sinaimg.cn/crop.0.0.597.597.1024/006z7Bgely8hi8wxp5lw2j30gl0glgmb.jpg?KID=imgbed,tva&Expires=1716311701&ssig=cjzfceD84s",https://wx1.sinaimg.cn/orj960/006z7Bgegy1hp6cerinxyj30o40dktbt,['https://wx1.sinaimg.cn/orj960/006z7Bgegy1hp6cerinxyj30o40dktbt'],#问界M7起火#,0.5,事故,['#问界M7起火#']
weibo,5030323266521228,#车主称问界新M7行车时大灯突然熄灭#据说已经破案了，是车主误操作导致的！还真就是“车红是非多”，啥事儿都可以搞个大新闻！[允悲] ,2024-05-04 14:59:48,18,82,50,1803499633,龙二Pro,龙二Pro,https://weibo.com/1803499633/OcIQurmt6,post,"https://tvax1.sinaimg.cn/crop.0.0.512.512.1024/6b7f3871ly8h8viklw05lj20e80e8q40.jpg?KID=imgbed,tva&Expires=1716311781&ssig=kAKEYkTxPf",https://wx1.sinaimg.cn/orj960/6b7f3871gy1hpdhrcdiejj20zu1aok3l,['https://wx1.sinaimg.cn/orj960/6b7f3871gy1hpdhrcdiejj20zu1aok3l'],#车主称问界新M7行车时大灯突然熄灭#,-1.0,,['#车主称问界新M7行车时大灯突然熄灭#']
weibo,5028190680517197,#问界M7起火事故隐藏式门把手疑似未弹出# 人家没了，老公、没了两岁的孩子，没了弟弟 人家只想要一个真相！ 怎么连提出质疑都不可以了吗？  这个时候难道不应该安慰家属吗？不应该敦促有关部门和赛力斯，尽快给家属一份真实的报告吗？  反过头来，用恶毒的语言去诅咒、辱骂、声讨，一个刚失去老公以及 ,2024-04-28 17:45:40,24,1426,234,5825150043,差评帝,差评帝,https://weibo.com/5825150043/ObPmQ2axT,post,"https://tvax2.sinaimg.cn/crop.0.0.1080.1080.1024/006mdJCXly8ge70yfuexsj30u00u0jsf.jpg?KID=imgbed,tva&Expires=1716311801&ssig=Emvdb5fTZR",https://wx1.sinaimg.cn/orj960/006mdJCXly1hp6oi8rcmij30z00xm12y,"['https://wx1.sinaimg.cn/orj960/006mdJCXly1hp6oi8rcmij30z00xm12y', 'https://wx1.sinaimg.cn/orj960/006mdJCXly1hp6oi940eaj30wo0bon45']",#问界M7起火事故隐藏式门把手疑似未弹出#,0.5,,['#问界M7起火事故隐藏式门把手疑似未弹出#']
weibo,5028275603115448,#专家谈问界M7碰撞后疑车门无法打开##问界##问界m7起火# 破记录了。 http://t.cn/A6Tg6Jk5 ,2024-04-28 23:23:07,18,26,21,2446457915,萧弈杭_,萧弈杭_,https://weibo.com/2446457915/ObRzOd4ta,post,"https://tvax2.sinaimg.cn/crop.0.0.939.939.1024/91d1fc3bly8hpkx52sn1pj20q30q3tga.jpg?KID=imgbed,tva&Expires=1716311804&ssig=Y4ihRq8coA",,[],#专家谈问界M7碰撞后疑车门无法打开#,0.5,,"['#问界M7起火#', '#专家谈问界M7碰撞后疑车门无法打开#']"
weibo,5028215217719736,#博世否认问界M7事故中使用其AEB#被官方打脸如此快的，我也是第一次见！[吃瓜] ,2024-04-28 19:23:10,3,26,32,2652582901,数码爱分享-小盒,数码爱分享-小盒,https://weibo.com/2652582901/ObQ0pwofS,post,"https://tva3.sinaimg.cn/crop.0.0.996.996.1024/9e1b33f5jw8fd0n66g98uj20ro0roaca.jpg?KID=imgbed,tva&Expires=1716311813&ssig=ew7WTmIZos",https://wx1.sinaimg.cn/orj960/9e1b33f5ly1hp6rn9kgsaj20xc0pn7b2,"['https://wx1.sinaimg.cn/orj960/9e1b33f5ly1hp6rn9kgsaj20xc0pn7b2', 'https://wx1.sinaimg.cn/orj960/9e1b33f5ly1hp6rn9u5kdj20ro0ipta7']",#博世否认问界M7事故中使用其AEB#,1.0,AEB,['#博世否认问界M7事故中使用其AEB#']
